stationID,startTime,endTime,inNums,outNums
0,2019-01-29 00:00:00,2019-01-29 00:10:00,0,0
0,2019-01-29 00:10:00,2019-01-29 00:20:00,1,1
0,2019-01-29 00:20:00,2019-01-29 00:30:00,1,1
0,2019-01-29 00:30:00,2019-01-29 00:40:00,0,4
0,2019-01-29 00:40:00,2019-01-29 00:50:00,0,0
0,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
0,2019-01-29 01:00:00,2019-01-29 01:10:00,1,1
0,2019-01-29 01:10:00,2019-01-29 01:20:00,1,1
0,2019-01-29 01:20:00,2019-01-29 01:30:00,2,0
0,2019-01-29 01:30:00,2019-01-29 01:40:00,1,0
0,2019-01-29 01:40:00,2019-01-29 01:50:00,0,1
0,2019-01-29 01:50:00,2019-01-29 02:00:00,0,0
0,2019-01-29 02:00:00,2019-01-29 02:10:00,0,0
0,2019-01-29 02:10:00,2019-01-29 02:20:00,1,3
0,2019-01-29 02:20:00,2019-01-29 02:30:00,0,0
0,2019-01-29 02:30:00,2019-01-29 02:40:00,2,0
0,2019-01-29 02:40:00,2019-01-29 02:50:00,0,0
0,2019-01-29 02:50:00,2019-01-29 03:00:00,0,0
0,2019-01-29 03:00:00,2019-01-29 03:10:00,0,0
0,2019-01-29 03:10:00,2019-01-29 03:20:00,3,0
0,2019-01-29 03:20:00,2019-01-29 03:30:00,2,1
0,2019-01-29 03:30:00,2019-01-29 03:40:00,6,3
0,2019-01-29 03:40:00,2019-01-29 03:50:00,0,1
0,2019-01-29 03:50:00,2019-01-29 04:00:00,1,0
0,2019-01-29 04:00:00,2019-01-29 04:10:00,0,0
0,2019-01-29 04:10:00,2019-01-29 04:20:00,1,0
0,2019-01-29 04:20:00,2019-01-29 04:30:00,1,2
0,2019-01-29 04:30:00,2019-01-29 04:40:00,0,1
0,2019-01-29 04:40:00,2019-01-29 04:50:00,0,0
0,2019-01-29 04:50:00,2019-01-29 05:00:00,0,0
0,2019-01-29 05:00:00,2019-01-29 05:10:00,0,0
0,2019-01-29 05:10:00,2019-01-29 05:20:00,0,0
0,2019-01-29 05:20:00,2019-01-29 05:30:00,0,0
0,2019-01-29 05:30:00,2019-01-29 05:40:00,1,0
0,2019-01-29 05:40:00,2019-01-29 05:50:00,0,1
0,2019-01-29 05:50:00,2019-01-29 06:00:00,7,2
0,2019-01-29 06:00:00,2019-01-29 06:10:00,9,0
0,2019-01-29 06:10:00,2019-01-29 06:20:00,11,3
0,2019-01-29 06:20:00,2019-01-29 06:30:00,19,0
0,2019-01-29 06:30:00,2019-01-29 06:40:00,34,4
0,2019-01-29 06:40:00,2019-01-29 06:50:00,40,14
0,2019-01-29 06:50:00,2019-01-29 07:00:00,49,21
0,2019-01-29 07:00:00,2019-01-29 07:10:00,92,8
0,2019-01-29 07:10:00,2019-01-29 07:20:00,125,11
0,2019-01-29 07:20:00,2019-01-29 07:30:00,154,23
0,2019-01-29 07:30:00,2019-01-29 07:40:00,181,29
0,2019-01-29 07:40:00,2019-01-29 07:50:00,283,46
0,2019-01-29 07:50:00,2019-01-29 08:00:00,438,89
0,2019-01-29 08:00:00,2019-01-29 08:10:00,596,116
0,2019-01-29 08:10:00,2019-01-29 08:20:00,415,119
0,2019-01-29 08:20:00,2019-01-29 08:30:00,511,239
0,2019-01-29 08:30:00,2019-01-29 08:40:00,560,151
