stationID,startTime,endTime,inNums,outNums
0,2019-01-29 00:00:00,2019-01-29 00:10:00,2,8
0,2019-01-29 00:10:00,2019-01-29 00:20:00,0,5
0,2019-01-29 00:20:00,2019-01-29 00:30:00,0,2
0,2019-01-29 00:30:00,2019-01-29 00:40:00,0,1
0,2019-01-29 00:40:00,2019-01-29 00:50:00,0,1
0,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
0,2019-01-29 01:00:00,2019-01-29 01:10:00,0,0
0,2019-01-29 01:10:00,2019-01-29 01:20:00,0,0
0,2019-01-29 01:20:00,2019-01-29 01:30:00,0,0
0,2019-01-29 01:30:00,2019-01-29 01:40:00,0,1
0,2019-01-29 01:40:00,2019-01-29 01:50:00,0,1
0,2019-01-29 01:50:00,2019-01-29 02:00:00,0,1
0,2019-01-29 02:00:00,2019-01-29 02:10:00,0,1
0,2019-01-29 02:10:00,2019-01-29 02:20:00,1,1
0,2019-01-29 02:20:00,2019-01-29 02:30:00,1,1
0,2019-01-29 02:30:00,2019-01-29 02:40:00,1,1
0,2019-01-29 02:40:00,2019-01-29 02:50:00,1,1
0,2019-01-29 02:50:00,2019-01-29 03:00:00,1,1
0,2019-01-29 03:00:00,2019-01-29 03:10:00,1,1
0,2019-01-29 03:10:00,2019-01-29 03:20:00,1,1
0,2019-01-29 03:20:00,2019-01-29 03:30:00,1,1
0,2019-01-29 03:30:00,2019-01-29 03:40:00,1,1
0,2019-01-29 03:40:00,2019-01-29 03:50:00,1,1
0,2019-01-29 03:50:00,2019-01-29 04:00:00,1,1
0,2019-01-29 04:00:00,2019-01-29 04:10:00,1,1
0,2019-01-29 04:10:00,2019-01-29 04:20:00,1,1
0,2019-01-29 04:20:00,2019-01-29 04:30:00,1,1
0,2019-01-29 04:30:00,2019-01-29 04:40:00,1,2
0,2019-01-29 04:40:00,2019-01-29 04:50:00,1,2
0,2019-01-29 04:50:00,2019-01-29 05:00:00,1,1
0,2019-01-29 05:00:00,2019-01-29 05:10:00,1,1
0,2019-01-29 05:10:00,2019-01-29 05:20:00,1,1
0,2019-01-29 05:20:00,2019-01-29 05:30:00,1,1
0,2019-01-29 05:30:00,2019-01-29 05:40:00,16,1
0,2019-01-29 05:40:00,2019-01-29 05:50:00,18,2
0,2019-01-29 05:50:00,2019-01-29 06:00:00,42,3
0,2019-01-29 06:00:00,2019-01-29 06:10:00,48,5
0,2019-01-29 06:10:00,2019-01-29 06:20:00,54,6
0,2019-01-29 06:20:00,2019-01-29 06:30:00,81,7
0,2019-01-29 06:30:00,2019-01-29 06:40:00,129,26
0,2019-01-29 06:40:00,2019-01-29 06:50:00,148,38
0,2019-01-29 06:50:00,2019-01-29 07:00:00,197,30
0,2019-01-29 07:00:00,2019-01-29 07:10:00,233,32
0,2019-01-29 07:10:00,2019-01-29 07:20:00,274,32
0,2019-01-29 07:20:00,2019-01-29 07:30:00,338,38
0,2019-01-29 07:30:00,2019-01-29 07:40:00,384,55
0,2019-01-29 07:40:00,2019-01-29 07:50:00,412,72
0,2019-01-29 07:50:00,2019-01-29 08:00:00,436,90
0,2019-01-29 08:00:00,2019-01-29 08:10:00,462,95
0,2019-01-29 08:10:00,2019-01-29 08:20:00,479,164
0,2019-01-29 08:20:00,2019-01-29 08:30:00,477,259
0,2019-01-29 08:30:00,2019-01-29 08:40:00,418,370
0,2019-01-29 08:40:00,2019-01-29 08:50:00,329,356
0,2019-01-29 08:50:00,2019-01-29 09:00:00,276,202
0,2019-01-29 09:00:00,2019-01-29 09:10:00,248,135
0,2019-01-29 09:10:00,2019-01-29 09:20:00,210,116
0,2019-01-29 09:20:00,2019-01-29 09:30:00,184,104
0,2019-01-29 09:30:00,2019-01-29 09:40:00,170,126
0,2019-01-29 09:40:00,2019-01-29 09:50:00,169,127
0,2019-01-29 09:50:00,2019-01-29 10:00:00,177,129
0,2019-01-29 10:00:00,2019-01-29 10:10:00,173,117
0,2019-01-29 10:10:00,2019-01-29 10:20:00,165,129
0,2019-01-29 10:20:00,2019-01-29 10:30:00,152,138
0,2019-01-29 10:30:00,2019-01-29 10:40:00,139,134
0,2019-01-29 10:40:00,2019-01-29 10:50:00,127,152
0,2019-01-29 10:50:00,2019-01-29 11:00:00,121,137
0,2019-01-29 11:00:00,2019-01-29 11:10:00,125,123
0,2019-01-29 11:10:00,2019-01-29 11:20:00,121,146
0,2019-01-29 11:20:00,2019-01-29 11:30:00,131,135
0,2019-01-29 11:30:00,2019-01-29 11:40:00,130,155
0,2019-01-29 11:40:00,2019-01-29 11:50:00,134,149
0,2019-01-29 11:50:00,2019-01-29 12:00:00,142,150
0,2019-01-29 12:00:00,2019-01-29 12:10:00,155,128
0,2019-01-29 12:10:00,2019-01-29 12:20:00,148,147
0,2019-01-29 12:20:00,2019-01-29 12:30:00,149,151
0,2019-01-29 12:30:00,2019-01-29 12:40:00,146,149
0,2019-01-29 12:40:00,2019-01-29 12:50:00,141,170
0,2019-01-29 12:50:00,2019-01-29 13:00:00,124,84
0,2019-01-29 13:00:00,2019-01-29 13:10:00,96,60
0,2019-01-29 13:10:00,2019-01-29 13:20:00,68,40
0,2019-01-29 13:20:00,2019-01-29 13:30:00,50,22
0,2019-01-29 13:30:00,2019-01-29 13:40:00,40,10
0,2019-01-29 13:40:00,2019-01-29 13:50:00,38,3
0,2019-01-29 13:50:00,2019-01-29 14:00:00,38,0
0,2019-01-29 14:00:00,2019-01-29 14:10:00,39,0
0,2019-01-29 14:10:00,2019-01-29 14:20:00,38,0
0,2019-01-29 14:20:00,2019-01-29 14:30:00,37,0
0,2019-01-29 14:30:00,2019-01-29 14:40:00,35,0
0,2019-01-29 14:40:00,2019-01-29 14:50:00,33,0
0,2019-01-29 14:50:00,2019-01-29 15:00:00,32,0
0,2019-01-29 15:00:00,2019-01-29 15:10:00,32,1
0,2019-01-29 15:10:00,2019-01-29 15:20:00,31,1
0,2019-01-29 15:20:00,2019-01-29 15:30:00,31,1
0,2019-01-29 15:30:00,2019-01-29 15:40:00,31,1
0,2019-01-29 15:40:00,2019-01-29 15:50:00,32,1
0,2019-01-29 15:50:00,2019-01-29 16:00:00,32,1
0,2019-01-29 16:00:00,2019-01-29 16:10:00,33,1
0,2019-01-29 16:10:00,2019-01-29 16:20:00,34,1
0,2019-01-29 16:20:00,2019-01-29 16:30:00,34,1
0,2019-01-29 16:30:00,2019-01-29 16:40:00,30,1
0,2019-01-29 16:40:00,2019-01-29 16:50:00,25,1
0,2019-01-29 16:50:00,2019-01-29 17:00:00,19,1
0,2019-01-29 17:00:00,2019-01-29 17:10:00,14,1
0,2019-01-29 17:10:00,2019-01-29 17:20:00,11,1
0,2019-01-29 17:20:00,2019-01-29 17:30:00,8,1
0,2019-01-29 17:30:00,2019-01-29 17:40:00,6,1
0,2019-01-29 17:40:00,2019-01-29 17:50:00,5,1
0,2019-01-29 17:50:00,2019-01-29 18:00:00,3,1
0,2019-01-29 18:00:00,2019-01-29 18:10:00,2,1
0,2019-01-29 18:10:00,2019-01-29 18:20:00,1,1
0,2019-01-29 18:20:00,2019-01-29 18:30:00,1,1
0,2019-01-29 18:30:00,2019-01-29 18:40:00,1,1
0,2019-01-29 18:40:00,2019-01-29 18:50:00,0,1
0,2019-01-29 18:50:00,2019-01-29 19:00:00,0,1
0,2019-01-29 19:00:00,2019-01-29 19:10:00,0,1
0,2019-01-29 19:10:00,2019-01-29 19:20:00,1,1
0,2019-01-29 19:20:00,2019-01-29 19:30:00,1,1
0,2019-01-29 19:30:00,2019-01-29 19:40:00,1,1
0,2019-01-29 19:40:00,2019-01-29 19:50:00,1,1
0,2019-01-29 19:50:00,2019-01-29 20:00:00,1,1
0,2019-01-29 20:00:00,2019-01-29 20:10:00,1,1
0,2019-01-29 20:10:00,2019-01-29 20:20:00,1,1
0,2019-01-29 20:20:00,2019-01-29 20:30:00,1,1
0,2019-01-29 20:30:00,2019-01-29 20:40:00,1,1
0,2019-01-29 20:40:00,2019-01-29 20:50:00,1,1
0,2019-01-29 20:50:00,2019-01-29 21:00:00,1,1
0,2019-01-29 21:00:00,2019-01-29 21:10:00,1,1
0,2019-01-29 21:10:00,2019-01-29 21:20:00,1,1
0,2019-01-29 21:20:00,2019-01-29 21:30:00,1,1
0,2019-01-29 21:30:00,2019-01-29 21:40:00,1,1
0,2019-01-29 21:40:00,2019-01-29 21:50:00,1,1
0,2019-01-29 21:50:00,2019-01-29 22:00:00,1,1
0,2019-01-29 22:00:00,2019-01-29 22:10:00,1,1
0,2019-01-29 22:10:00,2019-01-29 22:20:00,1,1
0,2019-01-29 22:20:00,2019-01-29 22:30:00,1,1
0,2019-01-29 22:30:00,2019-01-29 22:40:00,1,1
0,2019-01-29 22:40:00,2019-01-29 22:50:00,1,1
0,2019-01-29 22:50:00,2019-01-29 23:00:00,1,1
0,2019-01-29 23:00:00,2019-01-29 23:10:00,1,1
0,2019-01-29 23:10:00,2019-01-29 23:20:00,1,1
0,2019-01-29 23:20:00,2019-01-29 23:30:00,1,1
0,2019-01-29 23:30:00,2019-01-29 23:40:00,1,1
0,2019-01-29 23:40:00,2019-01-29 23:50:00,1,1
0,2019-01-29 23:50:00,2019-01-30 00:00:00,1,1
1,2019-01-29 00:00:00,2019-01-29 00:10:00,0,8
1,2019-01-29 00:10:00,2019-01-29 00:20:00,2,5
1,2019-01-29 00:20:00,2019-01-29 00:30:00,2,3
1,2019-01-29 00:30:00,2019-01-29 00:40:00,1,2
1,2019-01-29 00:40:00,2019-01-29 00:50:00,1,2
1,2019-01-29 00:50:00,2019-01-29 01:00:00,0,2
1,2019-01-29 01:00:00,2019-01-29 01:10:00,0,2
1,2019-01-29 01:10:00,2019-01-29 01:20:00,0,1
1,2019-01-29 01:20:00,2019-01-29 01:30:00,0,1
1,2019-01-29 01:30:00,2019-01-29 01:40:00,0,1
1,2019-01-29 01:40:00,2019-01-29 01:50:00,0,1
1,2019-01-29 01:50:00,2019-01-29 02:00:00,0,1
1,2019-01-29 02:00:00,2019-01-29 02:10:00,0,2
1,2019-01-29 02:10:00,2019-01-29 02:20:00,0,2
1,2019-01-29 02:20:00,2019-01-29 02:30:00,0,2
1,2019-01-29 02:30:00,2019-01-29 02:40:00,0,2
1,2019-01-29 02:40:00,2019-01-29 02:50:00,0,2
1,2019-01-29 02:50:00,2019-01-29 03:00:00,0,2
1,2019-01-29 03:00:00,2019-01-29 03:10:00,0,2
1,2019-01-29 03:10:00,2019-01-29 03:20:00,0,2
1,2019-01-29 03:20:00,2019-01-29 03:30:00,0,2
1,2019-01-29 03:30:00,2019-01-29 03:40:00,0,2
1,2019-01-29 03:40:00,2019-01-29 03:50:00,0,2
1,2019-01-29 03:50:00,2019-01-29 04:00:00,0,2
1,2019-01-29 04:00:00,2019-01-29 04:10:00,0,2
1,2019-01-29 04:10:00,2019-01-29 04:20:00,0,2
1,2019-01-29 04:20:00,2019-01-29 04:30:00,0,2
1,2019-01-29 04:30:00,2019-01-29 04:40:00,0,2
1,2019-01-29 04:40:00,2019-01-29 04:50:00,0,2
1,2019-01-29 04:50:00,2019-01-29 05:00:00,0,2
1,2019-01-29 05:00:00,2019-01-29 05:10:00,0,2
1,2019-01-29 05:10:00,2019-01-29 05:20:00,0,2
1,2019-01-29 05:20:00,2019-01-29 05:30:00,0,2
1,2019-01-29 05:30:00,2019-01-29 05:40:00,0,2
1,2019-01-29 05:40:00,2019-01-29 05:50:00,6,2
1,2019-01-29 05:50:00,2019-01-29 06:00:00,14,2
1,2019-01-29 06:00:00,2019-01-29 06:10:00,25,2
1,2019-01-29 06:10:00,2019-01-29 06:20:00,27,3
1,2019-01-29 06:20:00,2019-01-29 06:30:00,26,5
1,2019-01-29 06:30:00,2019-01-29 06:40:00,42,12
1,2019-01-29 06:40:00,2019-01-29 06:50:00,55,14
1,2019-01-29 06:50:00,2019-01-29 07:00:00,79,16
1,2019-01-29 07:00:00,2019-01-29 07:10:00,96,15
1,2019-01-29 07:10:00,2019-01-29 07:20:00,121,20
1,2019-01-29 07:20:00,2019-01-29 07:30:00,163,33
1,2019-01-29 07:30:00,2019-01-29 07:40:00,206,36
1,2019-01-29 07:40:00,2019-01-29 07:50:00,248,42
1,2019-01-29 07:50:00,2019-01-29 08:00:00,269,55
1,2019-01-29 08:00:00,2019-01-29 08:10:00,321,80
1,2019-01-29 08:10:00,2019-01-29 08:20:00,357,80
1,2019-01-29 08:20:00,2019-01-29 08:30:00,354,94
1,2019-01-29 08:30:00,2019-01-29 08:40:00,328,93
1,2019-01-29 08:40:00,2019-01-29 08:50:00,274,91
