station,startTime,endTime,inNums,outNums
0,2019-01-21 00:00:00,2019-01-21 00:10:00,0.0,0.0
0,2019-01-21 00:10:00,2019-01-21 00:20:00,0.0,0.0
0,2019-01-21 00:20:00,2019-01-21 00:30:00,0.0,0.0
0,2019-01-21 00:30:00,2019-01-21 00:40:00,2.0,0.0
0,2019-01-21 00:40:00,2019-01-21 00:50:00,0.0,0.0
0,2019-01-21 00:50:00,2019-01-21 01:00:00,0.0,0.0
0,2019-01-21 01:00:00,2019-01-21 01:10:00,0.0,0.0
0,2019-01-21 01:10:00,2019-01-21 01:20:00,0.0,0.0
0,2019-01-21 01:20:00,2019-01-21 01:30:00,0.0,0.0
0,2019-01-21 01:30:00,2019-01-21 01:40:00,0.0,0.0
0,2019-01-21 01:40:00,2019-01-21 01:50:00,0.0,0.0
0,2019-01-21 01:50:00,2019-01-21 02:00:00,0.0,0.0
0,2019-01-21 02:00:00,2019-01-21 02:10:00,0.0,0.0
0,2019-01-21 02:10:00,2019-01-21 02:20:00,0.0,0.0
0,2019-01-21 02:20:00,2019-01-21 02:30:00,0.0,0.0
0,2019-01-21 02:30:00,2019-01-21 02:40:00,0.0,0.0
0,2019-01-21 02:40:00,2019-01-21 02:50:00,0.0,0.0
0,2019-01-21 02:50:00,2019-01-21 03:00:00,0.0,0.0
0,2019-01-21 03:00:00,2019-01-21 03:10:00,0.0,0.0
0,2019-01-21 03:10:00,2019-01-21 03:20:00,0.0,0.0
0,2019-01-21 03:20:00,2019-01-21 03:30:00,0.0,0.0
0,2019-01-21 03:30:00,2019-01-21 03:40:00,0.0,0.0
0,2019-01-21 03:40:00,2019-01-21 03:50:00,0.0,0.0
0,2019-01-21 03:50:00,2019-01-21 04:00:00,0.0,0.0
0,2019-01-21 04:00:00,2019-01-21 04:10:00,0.0,0.0
0,2019-01-21 04:10:00,2019-01-21 04:20:00,0.0,0.0
0,2019-01-21 04:20:00,2019-01-21 04:30:00,0.0,0.0
0,2019-01-21 04:30:00,2019-01-21 04:40:00,0.0,0.0
0,2019-01-21 04:40:00,2019-01-21 04:50:00,0.0,0.0
0,2019-01-21 04:50:00,2019-01-21 05:00:00,0.0,0.0
0,2019-01-21 05:00:00,2019-01-21 05:10:00,0.0,0.0
0,2019-01-21 05:10:00,2019-01-21 05:20:00,0.0,0.0
0,2019-01-21 05:20:00,2019-01-21 05:30:00,0.0,0.0
0,2019-01-21 05:30:00,2019-01-21 05:40:00,0.0,0.0
0,2019-01-21 05:40:00,2019-01-21 05:50:00,30.0,1.0
0,2019-01-21 05:50:00,2019-01-21 06:00:00,34.0,0.0
0,2019-01-21 06:00:00,2019-01-21 06:10:00,33.0,0.0
0,2019-01-21 06:10:00,2019-01-21 06:20:00,56.0,0.0
0,2019-01-21 06:20:00,2019-01-21 06:30:00,45.0,1.0
0,2019-01-21 06:30:00,2019-01-21 06:40:00,117.0,69.0
0,2019-01-21 06:40:00,2019-01-21 06:50:00,139.0,32.0
0,2019-01-21 06:50:00,2019-01-21 07:00:00,186.0,25.0
0,2019-01-21 07:00:00,2019-01-21 07:10:00,215.0,37.0
0,2019-01-21 07:10:00,2019-01-21 07:20:00,264.0,21.0
0,2019-01-21 07:20:00,2019-01-21 07:30:00,244.0,23.0
0,2019-01-21 07:30:00,2019-01-21 07:40:00,375.0,61.0
0,2019-01-21 07:40:00,2019-01-21 07:50:00,430.0,41.0
0,2019-01-21 07:50:00,2019-01-21 08:00:00,473.0,63.0
0,2019-01-21 08:00:00,2019-01-21 08:10:00,451.0,62.0
0,2019-01-21 08:10:00,2019-01-21 08:20:00,434.0,90.0
0,2019-01-21 08:20:00,2019-01-21 08:30:00,488.0,139.0
0,2019-01-21 08:30:00,2019-01-21 08:40:00,499.0,243.0
0,2019-01-21 08:40:00,2019-01-21 08:50:00,426.0,194.0
0,2019-01-21 08:50:00,2019-01-21 09:00:00,375.0,215.0
0,2019-01-21 09:00:00,2019-01-21 09:10:00,346.0,89.0
0,2019-01-21 09:10:00,2019-01-21 09:20:00,216.0,87.0
0,2019-01-21 09:20:00,2019-01-21 09:30:00,212.0,78.0
0,2019-01-21 09:30:00,2019-01-21 09:40:00,186.0,95.0
0,2019-01-21 09:40:00,2019-01-21 09:50:00,150.0,71.0
0,2019-01-21 09:50:00,2019-01-21 10:00:00,142.0,99.0
0,2019-01-21 10:00:00,2019-01-21 10:10:00,145.0,72.0
0,2019-01-21 10:10:00,2019-01-21 10:20:00,170.0,87.0
0,2019-01-21 10:20:00,2019-01-21 10:30:00,114.0,69.0
0,2019-01-21 10:30:00,2019-01-21 10:40:00,133.0,80.0
0,2019-01-21 10:40:00,2019-01-21 10:50:00,88.0,121.0
0,2019-01-21 10:50:00,2019-01-21 11:00:00,103.0,95.0
0,2019-01-21 11:00:00,2019-01-21 11:10:00,78.0,86.0
0,2019-01-21 11:10:00,2019-01-21 11:20:00,78.0,117.0
0,2019-01-21 11:20:00,2019-01-21 11:30:00,70.0,95.0
0,2019-01-21 11:30:00,2019-01-21 11:40:00,100.0,80.0
0,2019-01-21 11:40:00,2019-01-21 11:50:00,133.0,86.0
0,2019-01-21 11:50:00,2019-01-21 12:00:00,125.0,91.0
0,2019-01-21 12:00:00,2019-01-21 12:10:00,126.0,84.0
0,2019-01-21 12:10:00,2019-01-21 12:20:00,81.0,96.0
0,2019-01-21 12:20:00,2019-01-21 12:30:00,118.0,94.0
0,2019-01-21 12:30:00,2019-01-21 12:40:00,65.0,83.0
0,2019-01-21 12:40:00,2019-01-21 12:50:00,94.0,175.0
0,2019-01-21 12:50:00,2019-01-21 13:00:00,115.0,147.0
0,2019-01-21 13:00:00,2019-01-21 13:10:00,113.0,92.0
0,2019-01-21 13:10:00,2019-01-21 13:20:00,111.0,118.0
0,2019-01-21 13:20:00,2019-01-21 13:30:00,89.0,161.0
0,2019-01-21 13:30:00,2019-01-21 13:40:00,83.0,73.0
0,2019-01-21 13:40:00,2019-01-21 13:50:00,76.0,103.0
0,2019-01-21 13:50:00,2019-01-21 14:00:00,97.0,94.0
0,2019-01-21 14:00:00,2019-01-21 14:10:00,102.0,89.0
0,2019-01-21 14:10:00,2019-01-21 14:20:00,69.0,100.0
0,2019-01-21 14:20:00,2019-01-21 14:30:00,76.0,113.0
0,2019-01-21 14:30:00,2019-01-21 14:40:00,97.0,102.0
0,2019-01-21 14:40:00,2019-01-21 14:50:00,101.0,133.0
0,2019-01-21 14:50:00,2019-01-21 15:00:00,82.0,100.0
0,2019-01-21 15:00:00,2019-01-21 15:10:00,62.0,130.0
0,2019-01-21 15:10:00,2019-01-21 15:20:00,75.0,144.0
