stationID,startTime,endTime,inNums,outNums
0,2019-01-29 00:00:00,2019-01-29 00:10:00,0,1
0,2019-01-29 00:10:00,2019-01-29 00:20:00,0,2
0,2019-01-29 00:20:00,2019-01-29 00:30:00,0,0
0,2019-01-29 00:30:00,2019-01-29 00:40:00,0,0
0,2019-01-29 00:40:00,2019-01-29 00:50:00,0,0
0,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
0,2019-01-29 01:00:00,2019-01-29 01:10:00,0,0
0,2019-01-29 01:10:00,2019-01-29 01:20:00,0,0
0,2019-01-29 01:20:00,2019-01-29 01:30:00,0,0
0,2019-01-29 01:30:00,2019-01-29 01:40:00,0,0
0,2019-01-29 01:40:00,2019-01-29 01:50:00,0,0
0,2019-01-29 01:50:00,2019-01-29 02:00:00,0,0
0,2019-01-29 02:00:00,2019-01-29 02:10:00,0,0
0,2019-01-29 02:10:00,2019-01-29 02:20:00,0,0
0,2019-01-29 02:20:00,2019-01-29 02:30:00,0,0
0,2019-01-29 02:30:00,2019-01-29 02:40:00,0,0
0,2019-01-29 02:40:00,2019-01-29 02:50:00,0,0
0,2019-01-29 02:50:00,2019-01-29 03:00:00,0,0
0,2019-01-29 03:00:00,2019-01-29 03:10:00,0,0
0,2019-01-29 03:10:00,2019-01-29 03:20:00,0,0
0,2019-01-29 03:20:00,2019-01-29 03:30:00,0,0
0,2019-01-29 03:30:00,2019-01-29 03:40:00,0,0
0,2019-01-29 03:40:00,2019-01-29 03:50:00,0,0
0,2019-01-29 03:50:00,2019-01-29 04:00:00,0,0
0,2019-01-29 04:00:00,2019-01-29 04:10:00,0,0
0,2019-01-29 04:10:00,2019-01-29 04:20:00,0,0
0,2019-01-29 04:20:00,2019-01-29 04:30:00,0,0
0,2019-01-29 04:30:00,2019-01-29 04:40:00,0,1
0,2019-01-29 04:40:00,2019-01-29 04:50:00,0,0
0,2019-01-29 04:50:00,2019-01-29 05:00:00,0,0
0,2019-01-29 05:00:00,2019-01-29 05:10:00,0,0
0,2019-01-29 05:10:00,2019-01-29 05:20:00,0,0
0,2019-01-29 05:20:00,2019-01-29 05:30:00,0,0
0,2019-01-29 05:30:00,2019-01-29 05:40:00,22,0
0,2019-01-29 05:40:00,2019-01-29 05:50:00,14,0
0,2019-01-29 05:50:00,2019-01-29 06:00:00,53,1
0,2019-01-29 06:00:00,2019-01-29 06:10:00,35,0
0,2019-01-29 06:10:00,2019-01-29 06:20:00,43,0
0,2019-01-29 06:20:00,2019-01-29 06:30:00,76,1
0,2019-01-29 06:30:00,2019-01-29 06:40:00,142,25
0,2019-01-29 06:40:00,2019-01-29 06:50:00,132,23
0,2019-01-29 06:50:00,2019-01-29 07:00:00,184,9
0,2019-01-29 07:00:00,2019-01-29 07:10:00,197,14
0,2019-01-29 07:10:00,2019-01-29 07:20:00,221,11
0,2019-01-29 07:20:00,2019-01-29 07:30:00,330,28
0,2019-01-29 07:30:00,2019-01-29 07:40:00,361,40
0,2019-01-29 07:40:00,2019-01-29 07:50:00,361,38
0,2019-01-29 07:50:00,2019-01-29 08:00:00,443,56
0,2019-01-29 08:00:00,2019-01-29 08:10:00,521,47
0,2019-01-29 08:10:00,2019-01-29 08:20:00,450,95
0,2019-01-29 08:20:00,2019-01-29 08:30:00,516,117
0,2019-01-29 08:30:00,2019-01-29 08:40:00,445,195
0,2019-01-29 08:40:00,2019-01-29 08:50:00,304,245
0,2019-01-29 08:50:00,2019-01-29 09:00:00,288,127
0,2019-01-29 09:00:00,2019-01-29 09:10:00,321,101
0,2019-01-29 09:10:00,2019-01-29 09:20:00,263,75
0,2019-01-29 09:20:00,2019-01-29 09:30:00,204,57
0,2019-01-29 09:30:00,2019-01-29 09:40:00,170,93
0,2019-01-29 09:40:00,2019-01-29 09:50:00,200,86
0,2019-01-29 09:50:00,2019-01-29 10:00:00,221,86
0,2019-01-29 10:00:00,2019-01-29 10:10:00,166,64
0,2019-01-29 10:10:00,2019-01-29 10:20:00,185,86
0,2019-01-29 10:20:00,2019-01-29 10:30:00,158,91
0,2019-01-29 10:30:00,2019-01-29 10:40:00,132,85
0,2019-01-29 10:40:00,2019-01-29 10:50:00,134,112
0,2019-01-29 10:50:00,2019-01-29 11:00:00,119,87
0,2019-01-29 11:00:00,2019-01-29 11:10:00,131,71
0,2019-01-29 11:10:00,2019-01-29 11:20:00,111,103
0,2019-01-29 11:20:00,2019-01-29 11:30:00,140,85
0,2019-01-29 11:30:00,2019-01-29 11:40:00,111,113
0,2019-01-29 11:40:00,2019-01-29 11:50:00,110,103
0,2019-01-29 11:50:00,2019-01-29 12:00:00,136,98
0,2019-01-29 12:00:00,2019-01-29 12:10:00,165,67
0,2019-01-29 12:10:00,2019-01-29 12:20:00,116,94
0,2019-01-29 12:20:00,2019-01-29 12:30:00,150,96
0,2019-01-29 12:30:00,2019-01-29 12:40:00,138,95
0,2019-01-29 12:40:00,2019-01-29 12:50:00,132,131
0,2019-01-29 12:50:00,2019-01-29 13:00:00,122,133
0,2019-01-29 13:00:00,2019-01-29 13:10:00,142,80
0,2019-01-29 13:10:00,2019-01-29 13:20:00,101,139
0,2019-01-29 13:20:00,2019-01-29 13:30:00,95,91
0,2019-01-29 13:30:00,2019-01-29 13:40:00,132,116
0,2019-01-29 13:40:00,2019-01-29 13:50:00,107,130
0,2019-01-29 13:50:00,2019-01-29 14:00:00,110,117
0,2019-01-29 14:00:00,2019-01-29 14:10:00,137,91
0,2019-01-29 14:10:00,2019-01-29 14:20:00,108,138
0,2019-01-29 14:20:00,2019-01-29 14:30:00,112,105
0,2019-01-29 14:30:00,2019-01-29 14:40:00,103,126
0,2019-01-29 14:40:00,2019-01-29 14:50:00,64,149
0,2019-01-29 14:50:00,2019-01-29 15:00:00,64,121
0,2019-01-29 15:00:00,2019-01-29 15:10:00,110,110
0,2019-01-29 15:10:00,2019-01-29 15:20:00,73,117
0,2019-01-29 15:20:00,2019-01-29 15:30:00,116,143
0,2019-01-29 15:30:00,2019-01-29 15:40:00,70,101
0,2019-01-29 15:40:00,2019-01-29 15:50:00,98,150
0,2019-01-29 15:50:00,2019-01-29 16:00:00,96,113
0,2019-01-29 16:00:00,2019-01-29 16:10:00,76,133
0,2019-01-29 16:10:00,2019-01-29 16:20:00,97,160
0,2019-01-29 16:20:00,2019-01-29 16:30:00,100,107
0,2019-01-29 16:30:00,2019-01-29 16:40:00,132,130
0,2019-01-29 16:40:00,2019-01-29 16:50:00,145,177
0,2019-01-29 16:50:00,2019-01-29 17:00:00,189,143
0,2019-01-29 17:00:00,2019-01-29 17:10:00,124,126
0,2019-01-29 17:10:00,2019-01-29 17:20:00,148,163
0,2019-01-29 17:20:00,2019-01-29 17:30:00,140,189
0,2019-01-29 17:30:00,2019-01-29 17:40:00,125,196
0,2019-01-29 17:40:00,2019-01-29 17:50:00,119,234
0,2019-01-29 17:50:00,2019-01-29 18:00:00,75,256
0,2019-01-29 18:00:00,2019-01-29 18:10:00,67,295
0,2019-01-29 18:10:00,2019-01-29 18:20:00,74,268
0,2019-01-29 18:20:00,2019-01-29 18:30:00,51,202
0,2019-01-29 18:30:00,2019-01-29 18:40:00,53,231
0,2019-01-29 18:40:00,2019-01-29 18:50:00,84,156
0,2019-01-29 18:50:00,2019-01-29 19:00:00,74,190
0,2019-01-29 19:00:00,2019-01-29 19:10:00,55,140
0,2019-01-29 19:10:00,2019-01-29 19:20:00,39,115
0,2019-01-29 19:20:00,2019-01-29 19:30:00,38,125
0,2019-01-29 19:30:00,2019-01-29 19:40:00,55,99
0,2019-01-29 19:40:00,2019-01-29 19:50:00,30,79
0,2019-01-29 19:50:00,2019-01-29 20:00:00,61,105
0,2019-01-29 20:00:00,2019-01-29 20:10:00,54,108
0,2019-01-29 20:10:00,2019-01-29 20:20:00,36,82
0,2019-01-29 20:20:00,2019-01-29 20:30:00,30,91
0,2019-01-29 20:30:00,2019-01-29 20:40:00,34,111
0,2019-01-29 20:40:00,2019-01-29 20:50:00,33,55
0,2019-01-29 20:50:00,2019-01-29 21:00:00,21,82
0,2019-01-29 21:00:00,2019-01-29 21:10:00,44,106
0,2019-01-29 21:10:00,2019-01-29 21:20:00,29,67
0,2019-01-29 21:20:00,2019-01-29 21:30:00,31,99
0,2019-01-29 21:30:00,2019-01-29 21:40:00,23,67
0,2019-01-29 21:40:00,2019-01-29 21:50:00,31,80
0,2019-01-29 21:50:00,2019-01-29 22:00:00,23,59
0,2019-01-29 22:00:00,2019-01-29 22:10:00,10,79
0,2019-01-29 22:10:00,2019-01-29 22:20:00,14,38
0,2019-01-29 22:20:00,2019-01-29 22:30:00,13,35
0,2019-01-29 22:30:00,2019-01-29 22:40:00,6,54
0,2019-01-29 22:40:00,2019-01-29 22:50:00,5,32
0,2019-01-29 22:50:00,2019-01-29 23:00:00,10,38
0,2019-01-29 23:00:00,2019-01-29 23:10:00,12,26
0,2019-01-29 23:10:00,2019-01-29 23:20:00,0,29
0,2019-01-29 23:20:00,2019-01-29 23:30:00,0,15
0,2019-01-29 23:30:00,2019-01-29 23:40:00,0,15
0,2019-01-29 23:40:00,2019-01-29 23:50:00,0,4
0,2019-01-29 23:50:00,2019-01-30 00:00:00,0,5
1,2019-01-29 00:00:00,2019-01-29 00:10:00,0,7
1,2019-01-29 00:10:00,2019-01-29 00:20:00,0,3
1,2019-01-29 00:20:00,2019-01-29 00:30:00,0,0
1,2019-01-29 00:30:00,2019-01-29 00:40:00,0,0
1,2019-01-29 00:40:00,2019-01-29 00:50:00,0,0
1,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
1,2019-01-29 01:00:00,2019-01-29 01:10:00,0,0
1,2019-01-29 01:10:00,2019-01-29 01:20:00,0,0
1,2019-01-29 01:20:00,2019-01-29 01:30:00,0,0
1,2019-01-29 01:30:00,2019-01-29 01:40:00,0,0
1,2019-01-29 01:40:00,2019-01-29 01:50:00,0,0
1,2019-01-29 01:50:00,2019-01-29 02:00:00,0,0
1,2019-01-29 02:00:00,2019-01-29 02:10:00,0,0
1,2019-01-29 02:10:00,2019-01-29 02:20:00,0,0
1,2019-01-29 02:20:00,2019-01-29 02:30:00,0,0
1,2019-01-29 02:30:00,2019-01-29 02:40:00,0,0
1,2019-01-29 02:40:00,2019-01-29 02:50:00,0,0
1,2019-01-29 02:50:00,2019-01-29 03:00:00,0,0
1,2019-01-29 03:00:00,2019-01-29 03:10:00,0,0
1,2019-01-29 03:10:00,2019-01-29 03:20:00,0,0
1,2019-01-29 03:20:00,2019-01-29 03:30:00,0,0
1,2019-01-29 03:30:00,2019-01-29 03:40:00,0,0
1,2019-01-29 03:40:00,2019-01-29 03:50:00,0,0
1,2019-01-29 03:50:00,2019-01-29 04:00:00,0,0
1,2019-01-29 04:00:00,2019-01-29 04:10:00,0,0
1,2019-01-29 04:10:00,2019-01-29 04:20:00,0,0
1,2019-01-29 04:20:00,2019-01-29 04:30:00,0,0
1,2019-01-29 04:30:00,2019-01-29 04:40:00,0,0
1,2019-01-29 04:40:00,2019-01-29 04:50:00,0,0
1,2019-01-29 04:50:00,2019-01-29 05:00:00,0,0
1,2019-01-29 05:00:00,2019-01-29 05:10:00,0,0
1,2019-01-29 05:10:00,2019-01-29 05:20:00,0,0
1,2019-01-29 05:20:00,2019-01-29 05:30:00,0,0
1,2019-01-29 05:30:00,2019-01-29 05:40:00,0,0
1,2019-01-29 05:40:00,2019-01-29 05:50:00,12,0
1,2019-01-29 05:50:00,2019-01-29 06:00:00,20,1
1,2019-01-29 06:00:00,2019-01-29 06:10:00,33,0
1,2019-01-29 06:10:00,2019-01-29 06:20:00,21,0
1,2019-01-29 06:20:00,2019-01-29 06:30:00,18,2
1,2019-01-29 06:30:00,2019-01-29 06:40:00,49,13
1,2019-01-29 06:40:00,2019-01-29 06:50:00,54,6
1,2019-01-29 06:50:00,2019-01-29 07:00:00,86,10
1,2019-01-29 07:00:00,2019-01-29 07:10:00,95,4
1,2019-01-29 07:10:00,2019-01-29 07:20:00,124,11
1,2019-01-29 07:20:00,2019-01-29 07:30:00,180,26
1,2019-01-29 07:30:00,2019-01-29 07:40:00,236,19
