station,startTime,endTime,inNums,outNums
0,2019-01-08 00:00:00,2019-01-08 00:10:00,0.0,0.0
0,2019-01-08 00:10:00,2019-01-08 00:20:00,0.0,0.0
0,2019-01-08 00:20:00,2019-01-08 00:30:00,0.0,0.0
0,2019-01-08 00:30:00,2019-01-08 00:40:00,0.0,0.0
0,2019-01-08 00:40:00,2019-01-08 00:50:00,0.0,0.0
0,2019-01-08 00:50:00,2019-01-08 01:00:00,0.0,0.0
0,2019-01-08 01:00:00,2019-01-08 01:10:00,0.0,0.0
0,2019-01-08 01:10:00,2019-01-08 01:20:00,0.0,0.0
0,2019-01-08 01:20:00,2019-01-08 01:30:00,0.0,0.0
0,2019-01-08 01:30:00,2019-01-08 01:40:00,0.0,0.0
0,2019-01-08 01:40:00,2019-01-08 01:50:00,0.0,0.0
0,2019-01-08 01:50:00,2019-01-08 02:00:00,0.0,0.0
0,2019-01-08 02:00:00,2019-01-08 02:10:00,0.0,0.0
0,2019-01-08 02:10:00,2019-01-08 02:20:00,0.0,0.0
0,2019-01-08 02:20:00,2019-01-08 02:30:00,0.0,0.0
0,2019-01-08 02:30:00,2019-01-08 02:40:00,0.0,0.0
0,2019-01-08 02:40:00,2019-01-08 02:50:00,0.0,0.0
0,2019-01-08 02:50:00,2019-01-08 03:00:00,0.0,0.0
0,2019-01-08 03:00:00,2019-01-08 03:10:00,0.0,0.0
0,2019-01-08 03:10:00,2019-01-08 03:20:00,0.0,0.0
0,2019-01-08 03:20:00,2019-01-08 03:30:00,0.0,0.0
0,2019-01-08 03:30:00,2019-01-08 03:40:00,0.0,0.0
0,2019-01-08 03:40:00,2019-01-08 03:50:00,0.0,0.0
0,2019-01-08 03:50:00,2019-01-08 04:00:00,0.0,0.0
0,2019-01-08 04:00:00,2019-01-08 04:10:00,0.0,0.0
0,2019-01-08 04:10:00,2019-01-08 04:20:00,0.0,0.0
0,2019-01-08 04:20:00,2019-01-08 04:30:00,0.0,0.0
0,2019-01-08 04:30:00,2019-01-08 04:40:00,0.0,0.0
0,2019-01-08 04:40:00,2019-01-08 04:50:00,0.0,0.0
0,2019-01-08 04:50:00,2019-01-08 05:00:00,0.0,0.0
0,2019-01-08 05:00:00,2019-01-08 05:10:00,0.0,0.0
0,2019-01-08 05:10:00,2019-01-08 05:20:00,0.0,0.0
0,2019-01-08 05:20:00,2019-01-08 05:30:00,0.0,0.0
0,2019-01-08 05:30:00,2019-01-08 05:40:00,6.0,0.0
0,2019-01-08 05:40:00,2019-01-08 05:50:00,21.0,0.0
0,2019-01-08 05:50:00,2019-01-08 06:00:00,21.0,4.0
0,2019-01-08 06:00:00,2019-01-08 06:10:00,23.0,0.0
0,2019-01-08 06:10:00,2019-01-08 06:20:00,40.0,2.0
0,2019-01-08 06:20:00,2019-01-08 06:30:00,53.0,0.0
0,2019-01-08 06:30:00,2019-01-08 06:40:00,86.0,36.0
0,2019-01-08 06:40:00,2019-01-08 06:50:00,95.0,26.0
0,2019-01-08 06:50:00,2019-01-08 07:00:00,119.0,23.0
0,2019-01-08 07:00:00,2019-01-08 07:10:00,162.0,22.0
0,2019-01-08 07:10:00,2019-01-08 07:20:00,216.0,24.0
