station,startTime,endTime,inNums,outNums
0,2019-01-07 00:00:00,2019-01-07 00:10:00,0.0,0.0
0,2019-01-07 00:10:00,2019-01-07 00:20:00,0.0,0.0
0,2019-01-07 00:20:00,2019-01-07 00:30:00,0.0,0.0
0,2019-01-07 00:30:00,2019-01-07 00:40:00,0.0,0.0
0,2019-01-07 00:40:00,2019-01-07 00:50:00,0.0,0.0
0,2019-01-07 00:50:00,2019-01-07 01:00:00,0.0,0.0
0,2019-01-07 01:00:00,2019-01-07 01:10:00,0.0,0.0
0,2019-01-07 01:10:00,2019-01-07 01:20:00,0.0,0.0
0,2019-01-07 01:20:00,2019-01-07 01:30:00,0.0,0.0
0,2019-01-07 01:30:00,2019-01-07 01:40:00,0.0,0.0
0,2019-01-07 01:40:00,2019-01-07 01:50:00,0.0,0.0
0,2019-01-07 01:50:00,2019-01-07 02:00:00,0.0,0.0
0,2019-01-07 02:00:00,2019-01-07 02:10:00,0.0,0.0
0,2019-01-07 02:10:00,2019-01-07 02:20:00,0.0,0.0
0,2019-01-07 02:20:00,2019-01-07 02:30:00,0.0,0.0
0,2019-01-07 02:30:00,2019-01-07 02:40:00,0.0,0.0
0,2019-01-07 02:40:00,2019-01-07 02:50:00,0.0,0.0
0,2019-01-07 02:50:00,2019-01-07 03:00:00,0.0,0.0
0,2019-01-07 03:00:00,2019-01-07 03:10:00,0.0,0.0
0,2019-01-07 03:10:00,2019-01-07 03:20:00,0.0,0.0
0,2019-01-07 03:20:00,2019-01-07 03:30:00,0.0,0.0
0,2019-01-07 03:30:00,2019-01-07 03:40:00,0.0,0.0
0,2019-01-07 03:40:00,2019-01-07 03:50:00,0.0,0.0
0,2019-01-07 03:50:00,2019-01-07 04:00:00,0.0,0.0
0,2019-01-07 04:00:00,2019-01-07 04:10:00,0.0,0.0
0,2019-01-07 04:10:00,2019-01-07 04:20:00,0.0,0.0
0,2019-01-07 04:20:00,2019-01-07 04:30:00,0.0,0.0
