station,startTime,endTime,inNums,outNums
0,2019-01-20 00:00:00,2019-01-20 00:10:00,0.0,0.0
0,2019-01-20 00:10:00,2019-01-20 00:20:00,0.0,0.0
0,2019-01-20 00:20:00,2019-01-20 00:30:00,0.0,0.0
0,2019-01-20 00:30:00,2019-01-20 00:40:00,0.0,0.0
0,2019-01-20 00:40:00,2019-01-20 00:50:00,0.0,0.0
0,2019-01-20 00:50:00,2019-01-20 01:00:00,0.0,0.0
0,2019-01-20 01:00:00,2019-01-20 01:10:00,0.0,0.0
0,2019-01-20 01:10:00,2019-01-20 01:20:00,0.0,0.0
0,2019-01-20 01:20:00,2019-01-20 01:30:00,0.0,0.0
0,2019-01-20 01:30:00,2019-01-20 01:40:00,0.0,0.0
0,2019-01-20 01:40:00,2019-01-20 01:50:00,0.0,0.0
0,2019-01-20 01:50:00,2019-01-20 02:00:00,0.0,0.0
0,2019-01-20 02:00:00,2019-01-20 02:10:00,0.0,0.0
0,2019-01-20 02:10:00,2019-01-20 02:20:00,0.0,0.0
0,2019-01-20 02:20:00,2019-01-20 02:30:00,0.0,0.0
0,2019-01-20 02:30:00,2019-01-20 02:40:00,0.0,0.0
0,2019-01-20 02:40:00,2019-01-20 02:50:00,0.0,0.0
0,2019-01-20 02:50:00,2019-01-20 03:00:00,0.0,0.0
0,2019-01-20 03:00:00,2019-01-20 03:10:00,0.0,0.0
0,2019-01-20 03:10:00,2019-01-20 03:20:00,0.0,0.0
0,2019-01-20 03:20:00,2019-01-20 03:30:00,0.0,0.0
0,2019-01-20 03:30:00,2019-01-20 03:40:00,0.0,0.0
0,2019-01-20 03:40:00,2019-01-20 03:50:00,0.0,0.0
0,2019-01-20 03:50:00,2019-01-20 04:00:00,1.0,0.0
0,2019-01-20 04:00:00,2019-01-20 04:10:00,0.0,1.0
0,2019-01-20 04:10:00,2019-01-20 04:20:00,0.0,0.0
0,2019-01-20 04:20:00,2019-01-20 04:30:00,0.0,0.0
0,2019-01-20 04:30:00,2019-01-20 04:40:00,0.0,0.0
0,2019-01-20 04:40:00,2019-01-20 04:50:00,0.0,0.0
0,2019-01-20 04:50:00,2019-01-20 05:00:00,0.0,0.0
0,2019-01-20 05:00:00,2019-01-20 05:10:00,0.0,0.0
0,2019-01-20 05:10:00,2019-01-20 05:20:00,0.0,0.0
0,2019-01-20 05:20:00,2019-01-20 05:30:00,0.0,0.0
0,2019-01-20 05:30:00,2019-01-20 05:40:00,3.0,0.0
0,2019-01-20 05:40:00,2019-01-20 05:50:00,29.0,0.0
0,2019-01-20 05:50:00,2019-01-20 06:00:00,27.0,1.0
0,2019-01-20 06:00:00,2019-01-20 06:10:00,18.0,0.0
0,2019-01-20 06:10:00,2019-01-20 06:20:00,26.0,0.0
0,2019-01-20 06:20:00,2019-01-20 06:30:00,35.0,0.0
0,2019-01-20 06:30:00,2019-01-20 06:40:00,53.0,32.0
0,2019-01-20 06:40:00,2019-01-20 06:50:00,72.0,23.0
0,2019-01-20 06:50:00,2019-01-20 07:00:00,75.0,9.0
0,2019-01-20 07:00:00,2019-01-20 07:10:00,65.0,24.0
0,2019-01-20 07:10:00,2019-01-20 07:20:00,124.0,27.0
0,2019-01-20 07:20:00,2019-01-20 07:30:00,143.0,25.0
0,2019-01-20 07:30:00,2019-01-20 07:40:00,86.0,27.0
