station,startTime,endTime,inNums,outNums
0,2019-01-06 00:00:00,2019-01-06 00:10:00,0.0,0.0
0,2019-01-06 00:10:00,2019-01-06 00:20:00,0.0,0.0
0,2019-01-06 00:20:00,2019-01-06 00:30:00,0.0,0.0
0,2019-01-06 00:30:00,2019-01-06 00:40:00,0.0,0.0
0,2019-01-06 00:40:00,2019-01-06 00:50:00,0.0,0.0
0,2019-01-06 00:50:00,2019-01-06 01:00:00,0.0,0.0
0,2019-01-06 01:00:00,2019-01-06 01:10:00,0.0,0.0
0,2019-01-06 01:10:00,2019-01-06 01:20:00,0.0,0.0
0,2019-01-06 01:20:00,2019-01-06 01:30:00,0.0,0.0
0,2019-01-06 01:30:00,2019-01-06 01:40:00,0.0,0.0
0,2019-01-06 01:40:00,2019-01-06 01:50:00,0.0,0.0
0,2019-01-06 01:50:00,2019-01-06 02:00:00,0.0,0.0
0,2019-01-06 02:00:00,2019-01-06 02:10:00,0.0,0.0
0,2019-01-06 02:10:00,2019-01-06 02:20:00,0.0,0.0
0,2019-01-06 02:20:00,2019-01-06 02:30:00,0.0,0.0
0,2019-01-06 02:30:00,2019-01-06 02:40:00,0.0,0.0
0,2019-01-06 02:40:00,2019-01-06 02:50:00,0.0,0.0
0,2019-01-06 02:50:00,2019-01-06 03:00:00,0.0,0.0
0,2019-01-06 03:00:00,2019-01-06 03:10:00,0.0,0.0
0,2019-01-06 03:10:00,2019-01-06 03:20:00,0.0,0.0
0,2019-01-06 03:20:00,2019-01-06 03:30:00,0.0,0.0
0,2019-01-06 03:30:00,2019-01-06 03:40:00,0.0,0.0
0,2019-01-06 03:40:00,2019-01-06 03:50:00,1.0,1.0
0,2019-01-06 03:50:00,2019-01-06 04:00:00,0.0,0.0
0,2019-01-06 04:00:00,2019-01-06 04:10:00,0.0,0.0
0,2019-01-06 04:10:00,2019-01-06 04:20:00,0.0,0.0
0,2019-01-06 04:20:00,2019-01-06 04:30:00,0.0,0.0
0,2019-01-06 04:30:00,2019-01-06 04:40:00,0.0,0.0
0,2019-01-06 04:40:00,2019-01-06 04:50:00,0.0,0.0
0,2019-01-06 04:50:00,2019-01-06 05:00:00,0.0,0.0
0,2019-01-06 05:00:00,2019-01-06 05:10:00,0.0,0.0
0,2019-01-06 05:10:00,2019-01-06 05:20:00,0.0,0.0
0,2019-01-06 05:20:00,2019-01-06 05:30:00,0.0,0.0
0,2019-01-06 05:30:00,2019-01-06 05:40:00,0.0,0.0
0,2019-01-06 05:40:00,2019-01-06 05:50:00,15.0,0.0
0,2019-01-06 05:50:00,2019-01-06 06:00:00,20.0,1.0
0,2019-01-06 06:00:00,2019-01-06 06:10:00,13.0,1.0
0,2019-01-06 06:10:00,2019-01-06 06:20:00,23.0,0.0
0,2019-01-06 06:20:00,2019-01-06 06:30:00,22.0,0.0
0,2019-01-06 06:30:00,2019-01-06 06:40:00,43.0,36.0
0,2019-01-06 06:40:00,2019-01-06 06:50:00,48.0,27.0
0,2019-01-06 06:50:00,2019-01-06 07:00:00,82.0,14.0
0,2019-01-06 07:00:00,2019-01-06 07:10:00,94.0,22.0
0,2019-01-06 07:10:00,2019-01-06 07:20:00,98.0,17.0
0,2019-01-06 07:20:00,2019-01-06 07:30:00,116.0,32.0
0,2019-01-06 07:30:00,2019-01-06 07:40:00,94.0,23.0
0,2019-01-06 07:40:00,2019-01-06 07:50:00,108.0,45.0
0,2019-01-06 07:50:00,2019-01-06 08:00:00,133.0,21.0
0,2019-01-06 08:00:00,2019-01-06 08:10:00,115.0,49.0
0,2019-01-06 08:10:00,2019-01-06 08:20:00,133.0,54.0
0,2019-01-06 08:20:00,2019-01-06 08:30:00,180.0,71.0
0,2019-01-06 08:30:00,2019-01-06 08:40:00,138.0,40.0
0,2019-01-06 08:40:00,2019-01-06 08:50:00,130.0,76.0
0,2019-01-06 08:50:00,2019-01-06 09:00:00,150.0,53.0
