station,startTime,endTime,inNums,outNums
0,2019-01-04 00:00:00,2019-01-04 00:10:00,0.0,0.0
0,2019-01-04 00:10:00,2019-01-04 00:20:00,0.0,0.0
0,2019-01-04 00:20:00,2019-01-04 00:30:00,0.0,0.0
0,2019-01-04 00:30:00,2019-01-04 00:40:00,0.0,0.0
0,2019-01-04 00:40:00,2019-01-04 00:50:00,0.0,0.0
0,2019-01-04 00:50:00,2019-01-04 01:00:00,0.0,0.0
0,2019-01-04 01:00:00,2019-01-04 01:10:00,0.0,0.0
0,2019-01-04 01:10:00,2019-01-04 01:20:00,0.0,0.0
0,2019-01-04 01:20:00,2019-01-04 01:30:00,0.0,0.0
0,2019-01-04 01:30:00,2019-01-04 01:40:00,0.0,0.0
0,2019-01-04 01:40:00,2019-01-04 01:50:00,0.0,0.0
0,2019-01-04 01:50:00,2019-01-04 02:00:00,0.0,0.0
0,2019-01-04 02:00:00,2019-01-04 02:10:00,0.0,0.0
0,2019-01-04 02:10:00,2019-01-04 02:20:00,0.0,0.0
0,2019-01-04 02:20:00,2019-01-04 02:30:00,0.0,0.0
0,2019-01-04 02:30:00,2019-01-04 02:40:00,0.0,0.0
0,2019-01-04 02:40:00,2019-01-04 02:50:00,0.0,0.0
0,2019-01-04 02:50:00,2019-01-04 03:00:00,0.0,0.0
0,2019-01-04 03:00:00,2019-01-04 03:10:00,0.0,0.0
0,2019-01-04 03:10:00,2019-01-04 03:20:00,0.0,0.0
0,2019-01-04 03:20:00,2019-01-04 03:30:00,0.0,0.0
0,2019-01-04 03:30:00,2019-01-04 03:40:00,0.0,0.0
0,2019-01-04 03:40:00,2019-01-04 03:50:00,0.0,0.0
0,2019-01-04 03:50:00,2019-01-04 04:00:00,0.0,0.0
0,2019-01-04 04:00:00,2019-01-04 04:10:00,0.0,0.0
0,2019-01-04 04:10:00,2019-01-04 04:20:00,0.0,0.0
0,2019-01-04 04:20:00,2019-01-04 04:30:00,0.0,0.0
0,2019-01-04 04:30:00,2019-01-04 04:40:00,0.0,0.0
0,2019-01-04 04:40:00,2019-01-04 04:50:00,0.0,0.0
0,2019-01-04 04:50:00,2019-01-04 05:00:00,0.0,0.0
0,2019-01-04 05:00:00,2019-01-04 05:10:00,0.0,0.0
0,2019-01-04 05:10:00,2019-01-04 05:20:00,0.0,0.0
0,2019-01-04 05:20:00,2019-01-04 05:30:00,0.0,0.0
0,2019-01-04 05:30:00,2019-01-04 05:40:00,2.0,0.0
0,2019-01-04 05:40:00,2019-01-04 05:50:00,11.0,0.0
0,2019-01-04 05:50:00,2019-01-04 06:00:00,31.0,0.0
0,2019-01-04 06:00:00,2019-01-04 06:10:00,14.0,0.0
0,2019-01-04 06:10:00,2019-01-04 06:20:00,30.0,0.0
0,2019-01-04 06:20:00,2019-01-04 06:30:00,37.0,0.0
0,2019-01-04 06:30:00,2019-01-04 06:40:00,95.0,35.0
0,2019-01-04 06:40:00,2019-01-04 06:50:00,91.0,43.0
0,2019-01-04 06:50:00,2019-01-04 07:00:00,130.0,16.0
0,2019-01-04 07:00:00,2019-01-04 07:10:00,175.0,18.0
0,2019-01-04 07:10:00,2019-01-04 07:20:00,220.0,22.0
0,2019-01-04 07:20:00,2019-01-04 07:30:00,215.0,26.0
0,2019-01-04 07:30:00,2019-01-04 07:40:00,388.0,34.0
0,2019-01-04 07:40:00,2019-01-04 07:50:00,369.0,53.0
0,2019-01-04 07:50:00,2019-01-04 08:00:00,415.0,43.0
0,2019-01-04 08:00:00,2019-01-04 08:10:00,402.0,47.0
0,2019-01-04 08:10:00,2019-01-04 08:20:00,384.0,103.0
0,2019-01-04 08:20:00,2019-01-04 08:30:00,449.0,93.0
0,2019-01-04 08:30:00,2019-01-04 08:40:00,363.0,218.0
0,2019-01-04 08:40:00,2019-01-04 08:50:00,459.0,104.0
0,2019-01-04 08:50:00,2019-01-04 09:00:00,301.0,233.0
0,2019-01-04 09:00:00,2019-01-04 09:10:00,284.0,113.0
0,2019-01-04 09:10:00,2019-01-04 09:20:00,174.0,80.0
0,2019-01-04 09:20:00,2019-01-04 09:30:00,173.0,54.0
0,2019-01-04 09:30:00,2019-01-04 09:40:00,149.0,61.0
0,2019-01-04 09:40:00,2019-01-04 09:50:00,90.0,78.0
0,2019-01-04 09:50:00,2019-01-04 10:00:00,108.0,69.0
0,2019-01-04 10:00:00,2019-01-04 10:10:00,104.0,56.0
0,2019-01-04 10:10:00,2019-01-04 10:20:00,89.0,77.0
0,2019-01-04 10:20:00,2019-01-04 10:30:00,82.0,73.0
0,2019-01-04 10:30:00,2019-01-04 10:40:00,76.0,65.0
0,2019-01-04 10:40:00,2019-01-04 10:50:00,67.0,77.0
0,2019-01-04 10:50:00,2019-01-04 11:00:00,72.0,61.0
0,2019-01-04 11:00:00,2019-01-04 11:10:00,74.0,49.0
0,2019-01-04 11:10:00,2019-01-04 11:20:00,73.0,87.0
0,2019-01-04 11:20:00,2019-01-04 11:30:00,67.0,85.0
0,2019-01-04 11:30:00,2019-01-04 11:40:00,62.0,69.0
0,2019-01-04 11:40:00,2019-01-04 11:50:00,95.0,67.0
0,2019-01-04 11:50:00,2019-01-04 12:00:00,88.0,68.0
0,2019-01-04 12:00:00,2019-01-04 12:10:00,89.0,86.0
0,2019-01-04 12:10:00,2019-01-04 12:20:00,75.0,53.0
0,2019-01-04 12:20:00,2019-01-04 12:30:00,77.0,73.0
0,2019-01-04 12:30:00,2019-01-04 12:40:00,52.0,86.0
0,2019-01-04 12:40:00,2019-01-04 12:50:00,75.0,103.0
0,2019-01-04 12:50:00,2019-01-04 13:00:00,88.0,77.0
0,2019-01-04 13:00:00,2019-01-04 13:10:00,81.0,86.0
0,2019-01-04 13:10:00,2019-01-04 13:20:00,57.0,76.0
0,2019-01-04 13:20:00,2019-01-04 13:30:00,83.0,84.0
0,2019-01-04 13:30:00,2019-01-04 13:40:00,57.0,68.0
0,2019-01-04 13:40:00,2019-01-04 13:50:00,77.0,65.0
0,2019-01-04 13:50:00,2019-01-04 14:00:00,49.0,86.0
0,2019-01-04 14:00:00,2019-01-04 14:10:00,70.0,67.0
0,2019-01-04 14:10:00,2019-01-04 14:20:00,57.0,88.0
0,2019-01-04 14:20:00,2019-01-04 14:30:00,58.0,76.0
0,2019-01-04 14:30:00,2019-01-04 14:40:00,59.0,68.0
0,2019-01-04 14:40:00,2019-01-04 14:50:00,82.0,83.0
0,2019-01-04 14:50:00,2019-01-04 15:00:00,78.0,95.0
0,2019-01-04 15:00:00,2019-01-04 15:10:00,67.0,91.0
0,2019-01-04 15:10:00,2019-01-04 15:20:00,47.0,79.0
0,2019-01-04 15:20:00,2019-01-04 15:30:00,67.0,101.0
0,2019-01-04 15:30:00,2019-01-04 15:40:00,77.0,112.0
0,2019-01-04 15:40:00,2019-01-04 15:50:00,57.0,154.0
0,2019-01-04 15:50:00,2019-01-04 16:00:00,89.0,88.0
0,2019-01-04 16:00:00,2019-01-04 16:10:00,73.0,109.0
0,2019-01-04 16:10:00,2019-01-04 16:20:00,75.0,98.0
0,2019-01-04 16:20:00,2019-01-04 16:30:00,111.0,79.0
0,2019-01-04 16:30:00,2019-01-04 16:40:00,121.0,153.0
0,2019-01-04 16:40:00,2019-01-04 16:50:00,165.0,120.0
0,2019-01-04 16:50:00,2019-01-04 17:00:00,170.0,117.0
0,2019-01-04 17:00:00,2019-01-04 17:10:00,147.0,102.0
0,2019-01-04 17:10:00,2019-01-04 17:20:00,121.0,154.0
0,2019-01-04 17:20:00,2019-01-04 17:30:00,98.0,167.0
0,2019-01-04 17:30:00,2019-01-04 17:40:00,127.0,254.0
0,2019-01-04 17:40:00,2019-01-04 17:50:00,84.0,241.0
0,2019-01-04 17:50:00,2019-01-04 18:00:00,86.0,259.0
0,2019-01-04 18:00:00,2019-01-04 18:10:00,67.0,250.0
0,2019-01-04 18:10:00,2019-01-04 18:20:00,91.0,272.0
0,2019-01-04 18:20:00,2019-01-04 18:30:00,39.0,277.0
0,2019-01-04 18:30:00,2019-01-04 18:40:00,45.0,293.0
0,2019-01-04 18:40:00,2019-01-04 18:50:00,43.0,209.0
0,2019-01-04 18:50:00,2019-01-04 19:00:00,46.0,205.0
0,2019-01-04 19:00:00,2019-01-04 19:10:00,39.0,155.0
0,2019-01-04 19:10:00,2019-01-04 19:20:00,41.0,130.0
0,2019-01-04 19:20:00,2019-01-04 19:30:00,39.0,199.0
0,2019-01-04 19:30:00,2019-01-04 19:40:00,16.0,92.0
0,2019-01-04 19:40:00,2019-01-04 19:50:00,35.0,144.0
0,2019-01-04 19:50:00,2019-01-04 20:00:00,31.0,101.0
0,2019-01-04 20:00:00,2019-01-04 20:10:00,24.0,99.0
0,2019-01-04 20:10:00,2019-01-04 20:20:00,47.0,96.0
0,2019-01-04 20:20:00,2019-01-04 20:30:00,24.0,80.0
0,2019-01-04 20:30:00,2019-01-04 20:40:00,19.0,77.0
0,2019-01-04 20:40:00,2019-01-04 20:50:00,17.0,73.0
0,2019-01-04 20:50:00,2019-01-04 21:00:00,18.0,109.0
0,2019-01-04 21:00:00,2019-01-04 21:10:00,12.0,92.0
0,2019-01-04 21:10:00,2019-01-04 21:20:00,18.0,86.0
0,2019-01-04 21:20:00,2019-01-04 21:30:00,19.0,116.0
0,2019-01-04 21:30:00,2019-01-04 21:40:00,10.0,88.0
0,2019-01-04 21:40:00,2019-01-04 21:50:00,13.0,65.0
0,2019-01-04 21:50:00,2019-01-04 22:00:00,7.0,44.0
0,2019-01-04 22:00:00,2019-01-04 22:10:00,10.0,45.0
0,2019-01-04 22:10:00,2019-01-04 22:20:00,11.0,52.0
0,2019-01-04 22:20:00,2019-01-04 22:30:00,6.0,57.0
0,2019-01-04 22:30:00,2019-01-04 22:40:00,7.0,56.0
