station,startTime,endTime,inNums,outNums
0,2019-01-10 00:00:00,2019-01-10 00:10:00,0.0,0.0
0,2019-01-10 00:10:00,2019-01-10 00:20:00,0.0,0.0
0,2019-01-10 00:20:00,2019-01-10 00:30:00,0.0,0.0
0,2019-01-10 00:30:00,2019-01-10 00:40:00,1.0,0.0
0,2019-01-10 00:40:00,2019-01-10 00:50:00,0.0,1.0
0,2019-01-10 00:50:00,2019-01-10 01:00:00,0.0,0.0
0,2019-01-10 01:00:00,2019-01-10 01:10:00,0.0,0.0
0,2019-01-10 01:10:00,2019-01-10 01:20:00,0.0,0.0
0,2019-01-10 01:20:00,2019-01-10 01:30:00,0.0,0.0
0,2019-01-10 01:30:00,2019-01-10 01:40:00,0.0,0.0
0,2019-01-10 01:40:00,2019-01-10 01:50:00,0.0,0.0
0,2019-01-10 01:50:00,2019-01-10 02:00:00,0.0,0.0
0,2019-01-10 02:00:00,2019-01-10 02:10:00,0.0,0.0
0,2019-01-10 02:10:00,2019-01-10 02:20:00,0.0,0.0
0,2019-01-10 02:20:00,2019-01-10 02:30:00,0.0,0.0
0,2019-01-10 02:30:00,2019-01-10 02:40:00,0.0,0.0
0,2019-01-10 02:40:00,2019-01-10 02:50:00,0.0,0.0
0,2019-01-10 02:50:00,2019-01-10 03:00:00,0.0,0.0
0,2019-01-10 03:00:00,2019-01-10 03:10:00,0.0,0.0
0,2019-01-10 03:10:00,2019-01-10 03:20:00,0.0,0.0
0,2019-01-10 03:20:00,2019-01-10 03:30:00,0.0,0.0
0,2019-01-10 03:30:00,2019-01-10 03:40:00,0.0,0.0
0,2019-01-10 03:40:00,2019-01-10 03:50:00,0.0,0.0
0,2019-01-10 03:50:00,2019-01-10 04:00:00,0.0,0.0
0,2019-01-10 04:00:00,2019-01-10 04:10:00,0.0,0.0
0,2019-01-10 04:10:00,2019-01-10 04:20:00,0.0,0.0
0,2019-01-10 04:20:00,2019-01-10 04:30:00,0.0,0.0
0,2019-01-10 04:30:00,2019-01-10 04:40:00,0.0,0.0
0,2019-01-10 04:40:00,2019-01-10 04:50:00,0.0,0.0
0,2019-01-10 04:50:00,2019-01-10 05:00:00,0.0,0.0
0,2019-01-10 05:00:00,2019-01-10 05:10:00,0.0,0.0
0,2019-01-10 05:10:00,2019-01-10 05:20:00,0.0,0.0
0,2019-01-10 05:20:00,2019-01-10 05:30:00,0.0,0.0
0,2019-01-10 05:30:00,2019-01-10 05:40:00,2.0,0.0
0,2019-01-10 05:40:00,2019-01-10 05:50:00,16.0,0.0
0,2019-01-10 05:50:00,2019-01-10 06:00:00,15.0,0.0
0,2019-01-10 06:00:00,2019-01-10 06:10:00,20.0,0.0
0,2019-01-10 06:10:00,2019-01-10 06:20:00,42.0,2.0
0,2019-01-10 06:20:00,2019-01-10 06:30:00,25.0,1.0
0,2019-01-10 06:30:00,2019-01-10 06:40:00,95.0,31.0
0,2019-01-10 06:40:00,2019-01-10 06:50:00,104.0,32.0
0,2019-01-10 06:50:00,2019-01-10 07:00:00,117.0,26.0
0,2019-01-10 07:00:00,2019-01-10 07:10:00,187.0,26.0
0,2019-01-10 07:10:00,2019-01-10 07:20:00,188.0,17.0
0,2019-01-10 07:20:00,2019-01-10 07:30:00,335.0,26.0
0,2019-01-10 07:30:00,2019-01-10 07:40:00,297.0,26.0
0,2019-01-10 07:40:00,2019-01-10 07:50:00,410.0,44.0
0,2019-01-10 07:50:00,2019-01-10 08:00:00,385.0,53.0
0,2019-01-10 08:00:00,2019-01-10 08:10:00,453.0,43.0
0,2019-01-10 08:10:00,2019-01-10 08:20:00,463.0,100.0
0,2019-01-10 08:20:00,2019-01-10 08:30:00,467.0,96.0
0,2019-01-10 08:30:00,2019-01-10 08:40:00,412.0,187.0
0,2019-01-10 08:40:00,2019-01-10 08:50:00,479.0,161.0
0,2019-01-10 08:50:00,2019-01-10 09:00:00,239.0,186.0
0,2019-01-10 09:00:00,2019-01-10 09:10:00,256.0,67.0
0,2019-01-10 09:10:00,2019-01-10 09:20:00,200.0,98.0
0,2019-01-10 09:20:00,2019-01-10 09:30:00,169.0,53.0
0,2019-01-10 09:30:00,2019-01-10 09:40:00,124.0,72.0
0,2019-01-10 09:40:00,2019-01-10 09:50:00,115.0,69.0
0,2019-01-10 09:50:00,2019-01-10 10:00:00,125.0,80.0
0,2019-01-10 10:00:00,2019-01-10 10:10:00,102.0,43.0
0,2019-01-10 10:10:00,2019-01-10 10:20:00,107.0,60.0
0,2019-01-10 10:20:00,2019-01-10 10:30:00,70.0,89.0
0,2019-01-10 10:30:00,2019-01-10 10:40:00,98.0,61.0
0,2019-01-10 10:40:00,2019-01-10 10:50:00,70.0,62.0
0,2019-01-10 10:50:00,2019-01-10 11:00:00,94.0,69.0
0,2019-01-10 11:00:00,2019-01-10 11:10:00,67.0,86.0
0,2019-01-10 11:10:00,2019-01-10 11:20:00,64.0,71.0
0,2019-01-10 11:20:00,2019-01-10 11:30:00,54.0,83.0
0,2019-01-10 11:30:00,2019-01-10 11:40:00,64.0,68.0
0,2019-01-10 11:40:00,2019-01-10 11:50:00,76.0,71.0
0,2019-01-10 11:50:00,2019-01-10 12:00:00,100.0,85.0
0,2019-01-10 12:00:00,2019-01-10 12:10:00,136.0,78.0
0,2019-01-10 12:10:00,2019-01-10 12:20:00,77.0,60.0
0,2019-01-10 12:20:00,2019-01-10 12:30:00,82.0,81.0
0,2019-01-10 12:30:00,2019-01-10 12:40:00,90.0,96.0
0,2019-01-10 12:40:00,2019-01-10 12:50:00,97.0,136.0
0,2019-01-10 12:50:00,2019-01-10 13:00:00,80.0,89.0
0,2019-01-10 13:00:00,2019-01-10 13:10:00,81.0,95.0
0,2019-01-10 13:10:00,2019-01-10 13:20:00,84.0,93.0
0,2019-01-10 13:20:00,2019-01-10 13:30:00,82.0,122.0
0,2019-01-10 13:30:00,2019-01-10 13:40:00,93.0,95.0
0,2019-01-10 13:40:00,2019-01-10 13:50:00,73.0,82.0
0,2019-01-10 13:50:00,2019-01-10 14:00:00,57.0,102.0
0,2019-01-10 14:00:00,2019-01-10 14:10:00,48.0,108.0
0,2019-01-10 14:10:00,2019-01-10 14:20:00,53.0,89.0
0,2019-01-10 14:20:00,2019-01-10 14:30:00,60.0,74.0
0,2019-01-10 14:30:00,2019-01-10 14:40:00,59.0,87.0
0,2019-01-10 14:40:00,2019-01-10 14:50:00,90.0,95.0
0,2019-01-10 14:50:00,2019-01-10 15:00:00,55.0,119.0
0,2019-01-10 15:00:00,2019-01-10 15:10:00,58.0,109.0
0,2019-01-10 15:10:00,2019-01-10 15:20:00,69.0,78.0
0,2019-01-10 15:20:00,2019-01-10 15:30:00,56.0,86.0
0,2019-01-10 15:30:00,2019-01-10 15:40:00,54.0,112.0
0,2019-01-10 15:40:00,2019-01-10 15:50:00,67.0,145.0
0,2019-01-10 15:50:00,2019-01-10 16:00:00,47.0,89.0
0,2019-01-10 16:00:00,2019-01-10 16:10:00,79.0,87.0
