station,startTime,endTime,inNums,outNums
0,2019-01-24 00:00:00,2019-01-24 00:10:00,0.0,2.0
0,2019-01-24 00:10:00,2019-01-24 00:20:00,0.0,1.0
0,2019-01-24 00:20:00,2019-01-24 00:30:00,0.0,0.0
0,2019-01-24 00:30:00,2019-01-24 00:40:00,0.0,0.0
0,2019-01-24 00:40:00,2019-01-24 00:50:00,0.0,0.0
0,2019-01-24 00:50:00,2019-01-24 01:00:00,0.0,0.0
0,2019-01-24 01:00:00,2019-01-24 01:10:00,0.0,0.0
0,2019-01-24 01:10:00,2019-01-24 01:20:00,0.0,0.0
0,2019-01-24 01:20:00,2019-01-24 01:30:00,0.0,0.0
0,2019-01-24 01:30:00,2019-01-24 01:40:00,0.0,0.0
0,2019-01-24 01:40:00,2019-01-24 01:50:00,0.0,0.0
0,2019-01-24 01:50:00,2019-01-24 02:00:00,0.0,0.0
0,2019-01-24 02:00:00,2019-01-24 02:10:00,0.0,0.0
0,2019-01-24 02:10:00,2019-01-24 02:20:00,0.0,0.0
0,2019-01-24 02:20:00,2019-01-24 02:30:00,0.0,0.0
0,2019-01-24 02:30:00,2019-01-24 02:40:00,0.0,0.0
0,2019-01-24 02:40:00,2019-01-24 02:50:00,0.0,0.0
0,2019-01-24 02:50:00,2019-01-24 03:00:00,0.0,0.0
0,2019-01-24 03:00:00,2019-01-24 03:10:00,0.0,0.0
0,2019-01-24 03:10:00,2019-01-24 03:20:00,0.0,0.0
0,2019-01-24 03:20:00,2019-01-24 03:30:00,0.0,0.0
0,2019-01-24 03:30:00,2019-01-24 03:40:00,0.0,0.0
0,2019-01-24 03:40:00,2019-01-24 03:50:00,0.0,0.0
0,2019-01-24 03:50:00,2019-01-24 04:00:00,0.0,0.0
0,2019-01-24 04:00:00,2019-01-24 04:10:00,1.0,1.0
0,2019-01-24 04:10:00,2019-01-24 04:20:00,0.0,0.0
0,2019-01-24 04:20:00,2019-01-24 04:30:00,0.0,0.0
0,2019-01-24 04:30:00,2019-01-24 04:40:00,0.0,0.0
0,2019-01-24 04:40:00,2019-01-24 04:50:00,0.0,0.0
0,2019-01-24 04:50:00,2019-01-24 05:00:00,0.0,0.0
0,2019-01-24 05:00:00,2019-01-24 05:10:00,0.0,0.0
0,2019-01-24 05:10:00,2019-01-24 05:20:00,0.0,0.0
0,2019-01-24 05:20:00,2019-01-24 05:30:00,0.0,0.0
0,2019-01-24 05:30:00,2019-01-24 05:40:00,1.0,0.0
0,2019-01-24 05:40:00,2019-01-24 05:50:00,45.0,0.0
0,2019-01-24 05:50:00,2019-01-24 06:00:00,29.0,2.0
0,2019-01-24 06:00:00,2019-01-24 06:10:00,27.0,0.0
0,2019-01-24 06:10:00,2019-01-24 06:20:00,51.0,0.0
0,2019-01-24 06:20:00,2019-01-24 06:30:00,53.0,2.0
0,2019-01-24 06:30:00,2019-01-24 06:40:00,123.0,39.0
0,2019-01-24 06:40:00,2019-01-24 06:50:00,123.0,15.0
0,2019-01-24 06:50:00,2019-01-24 07:00:00,180.0,21.0
0,2019-01-24 07:00:00,2019-01-24 07:10:00,197.0,26.0
0,2019-01-24 07:10:00,2019-01-24 07:20:00,261.0,32.0
0,2019-01-24 07:20:00,2019-01-24 07:30:00,283.0,32.0
0,2019-01-24 07:30:00,2019-01-24 07:40:00,408.0,40.0
0,2019-01-24 07:40:00,2019-01-24 07:50:00,364.0,26.0
0,2019-01-24 07:50:00,2019-01-24 08:00:00,440.0,54.0
0,2019-01-24 08:00:00,2019-01-24 08:10:00,516.0,56.0
0,2019-01-24 08:10:00,2019-01-24 08:20:00,470.0,61.0
0,2019-01-24 08:20:00,2019-01-24 08:30:00,510.0,129.0
0,2019-01-24 08:30:00,2019-01-24 08:40:00,425.0,192.0
0,2019-01-24 08:40:00,2019-01-24 08:50:00,437.0,288.0
0,2019-01-24 08:50:00,2019-01-24 09:00:00,318.0,166.0
0,2019-01-24 09:00:00,2019-01-24 09:10:00,311.0,130.0
0,2019-01-24 09:10:00,2019-01-24 09:20:00,226.0,95.0
0,2019-01-24 09:20:00,2019-01-24 09:30:00,222.0,79.0
0,2019-01-24 09:30:00,2019-01-24 09:40:00,187.0,85.0
0,2019-01-24 09:40:00,2019-01-24 09:50:00,157.0,79.0
0,2019-01-24 09:50:00,2019-01-24 10:00:00,207.0,87.0
0,2019-01-24 10:00:00,2019-01-24 10:10:00,137.0,100.0
0,2019-01-24 10:10:00,2019-01-24 10:20:00,176.0,92.0
0,2019-01-24 10:20:00,2019-01-24 10:30:00,155.0,87.0
0,2019-01-24 10:30:00,2019-01-24 10:40:00,184.0,113.0
0,2019-01-24 10:40:00,2019-01-24 10:50:00,148.0,83.0
0,2019-01-24 10:50:00,2019-01-24 11:00:00,96.0,59.0
0,2019-01-24 11:00:00,2019-01-24 11:10:00,137.0,82.0
0,2019-01-24 11:10:00,2019-01-24 11:20:00,99.0,71.0
0,2019-01-24 11:20:00,2019-01-24 11:30:00,152.0,118.0
0,2019-01-24 11:30:00,2019-01-24 11:40:00,94.0,80.0
0,2019-01-24 11:40:00,2019-01-24 11:50:00,135.0,112.0
0,2019-01-24 11:50:00,2019-01-24 12:00:00,144.0,77.0
0,2019-01-24 12:00:00,2019-01-24 12:10:00,160.0,87.0
0,2019-01-24 12:10:00,2019-01-24 12:20:00,165.0,99.0
0,2019-01-24 12:20:00,2019-01-24 12:30:00,139.0,122.0
0,2019-01-24 12:30:00,2019-01-24 12:40:00,114.0,104.0
0,2019-01-24 12:40:00,2019-01-24 12:50:00,126.0,133.0
0,2019-01-24 12:50:00,2019-01-24 13:00:00,130.0,107.0
0,2019-01-24 13:00:00,2019-01-24 13:10:00,100.0,88.0
0,2019-01-24 13:10:00,2019-01-24 13:20:00,124.0,123.0
0,2019-01-24 13:20:00,2019-01-24 13:30:00,104.0,96.0
0,2019-01-24 13:30:00,2019-01-24 13:40:00,132.0,109.0
0,2019-01-24 13:40:00,2019-01-24 13:50:00,123.0,110.0
0,2019-01-24 13:50:00,2019-01-24 14:00:00,102.0,94.0
0,2019-01-24 14:00:00,2019-01-24 14:10:00,115.0,111.0
0,2019-01-24 14:10:00,2019-01-24 14:20:00,109.0,142.0
0,2019-01-24 14:20:00,2019-01-24 14:30:00,131.0,103.0
0,2019-01-24 14:30:00,2019-01-24 14:40:00,140.0,125.0
0,2019-01-24 14:40:00,2019-01-24 14:50:00,112.0,146.0
0,2019-01-24 14:50:00,2019-01-24 15:00:00,85.0,114.0
0,2019-01-24 15:00:00,2019-01-24 15:10:00,66.0,122.0
0,2019-01-24 15:10:00,2019-01-24 15:20:00,83.0,135.0
0,2019-01-24 15:20:00,2019-01-24 15:30:00,95.0,135.0
0,2019-01-24 15:30:00,2019-01-24 15:40:00,85.0,119.0
0,2019-01-24 15:40:00,2019-01-24 15:50:00,96.0,162.0
0,2019-01-24 15:50:00,2019-01-24 16:00:00,56.0,161.0
0,2019-01-24 16:00:00,2019-01-24 16:10:00,101.0,106.0
0,2019-01-24 16:10:00,2019-01-24 16:20:00,87.0,161.0
0,2019-01-24 16:20:00,2019-01-24 16:30:00,118.0,131.0
0,2019-01-24 16:30:00,2019-01-24 16:40:00,103.0,136.0
0,2019-01-24 16:40:00,2019-01-24 16:50:00,118.0,168.0
0,2019-01-24 16:50:00,2019-01-24 17:00:00,124.0,122.0
0,2019-01-24 17:00:00,2019-01-24 17:10:00,262.0,144.0
0,2019-01-24 17:10:00,2019-01-24 17:20:00,250.0,181.0
0,2019-01-24 17:20:00,2019-01-24 17:30:00,169.0,153.0
0,2019-01-24 17:30:00,2019-01-24 17:40:00,188.0,251.0
0,2019-01-24 17:40:00,2019-01-24 17:50:00,119.0,210.0
0,2019-01-24 17:50:00,2019-01-24 18:00:00,131.0,300.0
0,2019-01-24 18:00:00,2019-01-24 18:10:00,56.0,298.0
0,2019-01-24 18:10:00,2019-01-24 18:20:00,76.0,209.0
0,2019-01-24 18:20:00,2019-01-24 18:30:00,56.0,201.0
0,2019-01-24 18:30:00,2019-01-24 18:40:00,43.0,328.0
0,2019-01-24 18:40:00,2019-01-24 18:50:00,51.0,225.0
0,2019-01-24 18:50:00,2019-01-24 19:00:00,65.0,150.0
0,2019-01-24 19:00:00,2019-01-24 19:10:00,39.0,172.0
0,2019-01-24 19:10:00,2019-01-24 19:20:00,41.0,102.0
0,2019-01-24 19:20:00,2019-01-24 19:30:00,45.0,156.0
0,2019-01-24 19:30:00,2019-01-24 19:40:00,41.0,126.0
0,2019-01-24 19:40:00,2019-01-24 19:50:00,55.0,101.0
0,2019-01-24 19:50:00,2019-01-24 20:00:00,29.0,130.0
0,2019-01-24 20:00:00,2019-01-24 20:10:00,54.0,119.0
0,2019-01-24 20:10:00,2019-01-24 20:20:00,61.0,91.0
0,2019-01-24 20:20:00,2019-01-24 20:30:00,35.0,109.0
0,2019-01-24 20:30:00,2019-01-24 20:40:00,56.0,95.0
0,2019-01-24 20:40:00,2019-01-24 20:50:00,48.0,104.0
0,2019-01-24 20:50:00,2019-01-24 21:00:00,34.0,106.0
0,2019-01-24 21:00:00,2019-01-24 21:10:00,35.0,110.0
0,2019-01-24 21:10:00,2019-01-24 21:20:00,23.0,118.0
0,2019-01-24 21:20:00,2019-01-24 21:30:00,47.0,96.0
0,2019-01-24 21:30:00,2019-01-24 21:40:00,24.0,91.0
0,2019-01-24 21:40:00,2019-01-24 21:50:00,21.0,99.0
0,2019-01-24 21:50:00,2019-01-24 22:00:00,10.0,78.0
0,2019-01-24 22:00:00,2019-01-24 22:10:00,16.0,66.0
0,2019-01-24 22:10:00,2019-01-24 22:20:00,21.0,57.0
