station,startTime,endTime,inNums,outNums
0,2019-01-22 00:00:00,2019-01-22 00:10:00,0.0,3.0
0,2019-01-22 00:10:00,2019-01-22 00:20:00,0.0,0.0
0,2019-01-22 00:20:00,2019-01-22 00:30:00,0.0,0.0
0,2019-01-22 00:30:00,2019-01-22 00:40:00,0.0,0.0
0,2019-01-22 00:40:00,2019-01-22 00:50:00,0.0,0.0
0,2019-01-22 00:50:00,2019-01-22 01:00:00,0.0,0.0
0,2019-01-22 01:00:00,2019-01-22 01:10:00,0.0,0.0
0,2019-01-22 01:10:00,2019-01-22 01:20:00,0.0,0.0
0,2019-01-22 01:20:00,2019-01-22 01:30:00,0.0,0.0
0,2019-01-22 01:30:00,2019-01-22 01:40:00,0.0,0.0
0,2019-01-22 01:40:00,2019-01-22 01:50:00,0.0,0.0
0,2019-01-22 01:50:00,2019-01-22 02:00:00,0.0,0.0
0,2019-01-22 02:00:00,2019-01-22 02:10:00,0.0,0.0
0,2019-01-22 02:10:00,2019-01-22 02:20:00,0.0,0.0
0,2019-01-22 02:20:00,2019-01-22 02:30:00,0.0,0.0
0,2019-01-22 02:30:00,2019-01-22 02:40:00,0.0,0.0
0,2019-01-22 02:40:00,2019-01-22 02:50:00,0.0,0.0
0,2019-01-22 02:50:00,2019-01-22 03:00:00,0.0,0.0
0,2019-01-22 03:00:00,2019-01-22 03:10:00,0.0,0.0
0,2019-01-22 03:10:00,2019-01-22 03:20:00,0.0,0.0
0,2019-01-22 03:20:00,2019-01-22 03:30:00,0.0,0.0
0,2019-01-22 03:30:00,2019-01-22 03:40:00,0.0,0.0
0,2019-01-22 03:40:00,2019-01-22 03:50:00,0.0,0.0
0,2019-01-22 03:50:00,2019-01-22 04:00:00,0.0,0.0
0,2019-01-22 04:00:00,2019-01-22 04:10:00,0.0,0.0
0,2019-01-22 04:10:00,2019-01-22 04:20:00,0.0,0.0
0,2019-01-22 04:20:00,2019-01-22 04:30:00,0.0,0.0
0,2019-01-22 04:30:00,2019-01-22 04:40:00,0.0,0.0
0,2019-01-22 04:40:00,2019-01-22 04:50:00,0.0,0.0
0,2019-01-22 04:50:00,2019-01-22 05:00:00,0.0,0.0
